account_length,international_plan,voice_mail_plan,total_intl_charge,number_customer_service_calls,churn,total_call,total_minutes,total_charge
143,0,0,3.75,1,no,295,674.6999999999999,61.43000000000001
62,0,0,2.3,4,no,323,596.6,62.43000000000001
60,1,0,2.97,0,yes,353,685.3,67.67
56,0,0,1.92,0,yes,319,788.2,74.33
183,0,0,2.57,1,no,285,740.8,66.95
94,0,0,2.84,2,no,267,564.9,59.28
73,0,1,1.7,2,no,325,552.3,54.730000000000004
123,0,0,2.59,2,no,317,533.4000000000001,44.36
64,0,0,2.81,3,no,283,521.0,45.370000000000005
127,1,0,1.67,4,yes,341,494.5,47.33
33,0,0,2.51,3,no,321,625.6,59.35
123,0,0,0.57,0,no,254,666.6,66.42999999999999
148,0,0,2.7,2,no,343,701.9,66.03
81,0,0,3.59,0,no,349,500.5,47.96
52,0,0,2.97,1,no,343,657.2,66.05
91,0,1,2.46,1,no,294,631.8,62.42
152,0,0,2.43,1,no,306,561.8,59.25000000000001
201,0,0,3.02,1,yes,277,776.3,75.13
78,0,0,3.24,4,yes,311,422.4,36.67
67,0,0,2.03,0,no,304,576.6,50.48
100,0,0,2.62,1,no,324,644.9000000000001,62.31
41,0,0,3.32,3,no,297,692.4000000000001,68.93
133,0,0,3.48,3,no,334,603.3,52.49
36,0,1,2.32,2,no,345,484.9,30.72
51,0,1,2.24,0,no,308,726.5999999999999,75.42999999999999
84,0,1,3.46,1,no,320,512.3,47.92
91,0,0,3.73,0,no,294,526.7,55.74
110,0,0,2.54,1,no,294,586.1,57.61
121,0,0,2.73,5,no,275,552.5,59.53
109,0,0,2.11,3,no,308,548.4,56.34
95,0,0,2.27,2,no,304,483.0,49.3
72,0,0,1.84,0,no,335,624.4000000000001,59.01
73,0,0,3.21,0,no,349,634.7,65.10000000000001
108,0,0,2.54,3,no,309,522.8,53.879999999999995
58,0,1,1.46,1,no,255,696.8,68.81
76,1,0,3.56,0,yes,296,661.5,68.88
103,0,0,4.27,6,yes,316,490.9,49.85
87,0,0,2.51,0,yes,273,563.2,60.709999999999994
35,0,1,1.35,2,no,310,586.8,56.16
88,0,0,2.92,1,no,336,420.3,39.73
77,0,1,2.62,2,no,292,583.0,61.57
30,0,0,3.05,0,no,273,710.7,69.94
53,0,1,3.46,2,no,293,537.5,49.67999999999999
152,0,0,3.19,1,no,293,478.2,48.24
59,0,1,2.38,1,no,351,628.3,62.88
143,0,0,1.86,3,no,309,628.8,59.78
142,0,1,1.73,1,no,281,751.4,72.92999999999999
105,0,0,2.84,1,no,314,640.0,68.00999999999999
111,0,0,2.92,1,yes,283,849.4,86.84
143,0,0,2.75,1,no,309,537.7,49.83
93,0,1,3.16,0,no,313,736.2,78.98
79,0,0,2.81,2,no,334,550.1,61.809999999999995
93,1,0,3.08,1,no,289,640.5999999999999,60.92
103,0,0,3.24,2,no,410,374.20000000000005,31.08
93,0,0,3.24,1,no,359,630.0,55.99
149,1,0,2.38,3,no,271,573.6,56.22
23,0,1,2.54,1,no,287,612.7,53.61
221,0,1,0.65,0,no,280,610.3,59.0
164,0,1,3.56,1,no,287,675.1,69.43
104,0,1,3.62,2,no,239,588.7,57.81
150,0,1,2.38,2,no,347,686.2,61.63999999999999
184,0,1,2.75,0,no,274,603.2,62.33
88,0,0,2.3,1,no,311,587.4,55.69
61,1,1,3.16,3,no,316,550.8,47.669999999999995
110,0,0,4.51,2,no,342,617.8,55.84
115,0,0,3.32,3,yes,243,716.6,71.62
33,0,0,2.27,2,no,264,657.7,68.86
100,0,0,2.03,2,yes,339,721.2,73.28
209,0,0,2.89,0,no,287,543.0999999999999,51.199999999999996
27,0,0,4.05,5,no,269,608.3,64.82000000000001
117,0,0,2.11,1,no,280,591.1,60.330000000000005
87,0,0,1.13,1,no,274,512.6,53.73
129,0,1,1.78,1,no,267,622.2,59.800000000000004
142,0,0,2.67,1,no,332,597.5999999999999,62.64000000000001
112,0,0,1.7,0,no,253,488.5,45.72
75,0,1,0.68,1,no,360,534.3,55.68
97,0,1,1.32,3,no,324,528.2,49.87
121,0,1,2.03,0,no,286,574.3,65.15
142,1,0,2.94,1,no,347,522.3,50.25000000000001
121,0,0,2.38,3,yes,308,719.7,74.96000000000001
87,0,1,2.75,2,no,275,575.6,50.94
34,0,0,1.35,1,no,269,753.4,67.69
177,1,0,3.05,1,yes,278,612.9,65.57
58,0,1,2.27,0,no,338,678.8,62.28000000000001
113,1,0,2.78,5,yes,312,423.4,39.59
101,0,0,1.94,1,no,244,670.6,68.08
89,0,0,3.4,3,no,280,414.1,37.42
77,1,1,3.21,0,yes,304,543.0,46.78999999999999
146,0,0,1.05,4,yes,299,344.7,39.17
93,0,0,3.11,0,no,262,595.9,53.77
55,0,0,3.65,0,no,291,591.6,54.31
88,0,0,2.48,2,no,349,630.1,69.12
63,0,0,3.16,0,no,267,604.9000000000001,59.39
127,0,1,2.43,1,no,276,539.6,50.72
57,0,1,3.97,1,no,265,690.5,64.79
138,1,0,2.97,2,yes,235,619.5999999999999,71.14
171,0,0,3.59,2,no,350,628.3,53.39
148,0,0,3.62,2,no,299,552.6,62.91
127,0,0,4.05,1,no,311,470.2,46.879999999999995
61,0,0,3.75,1,no,306,581.5,64.11
131,0,0,1.97,1,no,283,478.1,50.279999999999994
88,0,0,2.73,1,no,290,543.8,52.73
89,0,1,1.59,0,no,291,519.5,43.88999999999999
82,0,0,2.97,3,yes,256,748.3,76.22
138,0,1,2.62,3,no,289,609.9,57.58
115,0,0,2.38,1,no,295,636.0,63.44
117,1,0,2.84,1,no,340,610.7,62.269999999999996
60,0,0,3.46,2,no,236,569.5,56.48
62,0,0,3.38,2,no,262,563.4,45.69
133,0,0,3.48,2,yes,351,748.0,79.47999999999999
131,0,0,3.97,3,no,308,730.5,69.68
65,0,0,2.16,1,no,337,550.8,59.449999999999996
120,0,1,0.0,1,no,327,535.1,46.690000000000005
142,0,1,2.38,1,no,318,611.8,61.42
134,0,0,2.7,2,no,336,529.9,49.510000000000005
87,0,0,2.86,2,no,326,685.0,67.15
139,0,1,2.24,2,no,272,601.3,64.83
76,0,0,2.7,4,yes,389,617.3,50.72
100,0,0,1.38,1,no,306,642.4,59.33
99,0,1,2.08,3,no,244,681.5,69.32
48,0,1,3.56,1,no,325,540.0999999999999,50.93000000000001
57,0,0,3.19,0,no,358,455.70000000000005,44.88
170,0,1,2.94,4,yes,258,519.1,53.71000000000001
78,0,0,1.32,1,no,308,643.2,54.08
127,0,0,0.0,0,no,300,513.4,44.07
119,1,1,3.75,1,yes,346,545.7,55.02
95,0,0,2.46,0,no,318,564.2,54.0
110,0,0,3.16,1,no,241,526.4,58.949999999999996
74,0,0,2.43,1,no,297,563.8,59.05
148,0,1,3.05,1,no,248,568.1,62.41000000000001
83,0,0,3.32,1,no,297,461.79999999999995,40.12
73,0,0,2.97,2,no,351,538.4,53.67
111,0,1,1.92,1,no,318,522.0999999999999,48.519999999999996
84,0,0,2.81,0,yes,306,639.0,71.85000000000001
75,1,0,2.11,1,no,277,517.5,50.870000000000005
114,0,1,3.11,2,no,307,540.4,47.68
71,1,0,3.73,4,yes,334,591.2,57.809999999999995
58,0,1,3.11,2,no,298,637.0999999999999,66.24000000000001
106,0,1,2.19,1,no,335,517.0,41.87
172,0,0,4.81,4,no,297,598.5999999999999,61.78
45,0,0,3.59,1,no,256,642.9,61.97
100,1,0,3.24,4,no,309,700.4000000000001,67.97
94,0,0,3.67,2,no,306,507.2,50.309999999999995
128,0,0,1.86,2,no,301,619.3,57.66
181,0,0,3.83,2,no,333,636.7,63.16
127,0,0,2.7,1,no,320,437.9,38.3
89,0,0,2.46,1,no,275,544.3,56.17999999999999
149,0,1,1.76,0,no,310,441.3,43.0
103,0,1,3.32,0,no,315,603.5,56.42999999999999
163,1,0,2.11,1,no,297,596.8,59.040000000000006
122,1,0,2.62,4,yes,311,456.5,45.89
60,0,0,3.56,3,no,362,489.0,49.64
62,0,0,3.11,4,yes,299,767.1,85.28
117,0,0,3.67,5,yes,279,594.7,51.54
159,0,0,3.13,1,no,301,561.2,54.39
78,0,0,2.51,2,no,296,553.6,53.769999999999996
96,0,0,4.02,1,no,307,570.3,50.379999999999995
79,0,0,3.19,2,no,294,545.8,48.98
192,0,1,2.67,2,no,286,650.8,57.43000000000001
68,0,0,2.59,3,no,235,575.8,60.94
28,0,0,3.81,2,no,258,661.5,63.93
184,1,0,1.35,2,no,326,512.5999999999999,56.18
74,0,1,3.7,0,no,272,741.6999999999999,73.31
137,0,0,2.57,0,no,306,562.6,63.059999999999995
103,0,1,3.7,1,no,327,832.3,83.78000000000002
99,0,0,4.24,1,no,293,563.8000000000001,57.53
108,0,0,2.08,2,no,286,525.9,53.3
117,0,0,1.86,1,no,243,591.1,60.589999999999996
63,0,1,3.48,1,no,369,693.5,67.14
138,0,0,2.67,2,no,234,406.4,34.5
128,0,1,3.21,0,no,281,519.3,51.49
140,0,0,2.84,1,no,319,510.6,42.53
102,0,0,2.86,1,no,307,612.0,62.3
96,0,0,2.0,1,no,290,676.9,64.04
178,0,1,3.86,1,no,285,540.2,47.72
75,0,0,3.16,1,no,311,707.6,69.11999999999999
106,0,1,3.75,4,no,327,569.3,56.410000000000004
158,0,0,1.92,1,no,317,629.5,60.809999999999995
102,0,0,2.65,3,no,289,440.5,38.480000000000004
92,0,1,2.51,2,no,323,528.9000000000001,46.330000000000005
69,0,0,1.4,1,no,295,629.6,63.59
117,0,1,2.48,3,no,290,774.2,77.08
76,0,1,2.73,0,no,285,571.5999999999999,59.2
72,1,0,3.0,0,no,285,674.5,52.58
115,1,1,2.73,1,no,321,547.4,48.46
68,0,0,3.32,3,no,340,459.09999999999997,47.43
97,0,0,3.4,2,no,241,543.3,46.400000000000006
92,0,0,2.7,3,no,378,506.49999999999994,47.08
90,0,1,2.97,1,no,302,626.1,62.370000000000005
72,0,0,3.24,2,no,334,580.9000000000001,55.669999999999995
73,0,0,2.89,1,yes,259,490.09999999999997,46.44
54,0,0,3.0,0,no,281,430.29999999999995,52.19
161,0,0,3.62,1,no,288,626.5999999999999,60.15
125,1,0,2.24,2,yes,348,560.4,51.28
194,0,0,3.67,1,yes,270,806.0999999999999,80.8
69,0,1,3.38,1,no,282,427.29999999999995,35.32
141,0,1,2.97,2,no,311,573.5,54.26
98,0,0,2.75,2,yes,261,827.4,81.17
110,0,0,2.57,0,no,332,607.0,58.72
70,0,0,2.89,3,no,215,582.4,56.14
72,0,0,1.19,1,no,309,710.4,65.47
66,0,0,2.32,1,no,312,622.9,67.19999999999999
79,0,0,2.0,1,no,302,527.2,50.199999999999996
61,0,0,2.73,1,yes,271,736.4,72.24
97,1,0,1.84,0,no,363,649.0,68.48
63,0,0,3.0,0,no,258,551.2,47.32
105,0,0,1.86,3,no,317,571.5,56.05
159,0,0,3.62,0,no,360,624.7,58.36
83,0,0,2.65,2,no,316,538.3,48.010000000000005
93,0,0,3.56,0,no,312,590.5,62.75
98,0,0,2.67,2,no,241,669.5,65.6
163,0,0,2.16,1,no,305,378.5,32.29
169,0,1,3.08,2,no,286,621.6999999999999,54.9
111,0,0,3.35,1,yes,273,650.4000000000001,73.65
163,0,0,2.81,0,no,299,563.3,64.67
85,0,0,3.46,1,no,281,433.1,50.059999999999995
190,0,0,2.05,3,no,278,668.0,63.71
39,0,0,1.92,1,no,286,488.90000000000003,47.910000000000004
84,0,0,0.0,1,no,372,533.6,56.1
71,0,0,3.05,4,no,340,655.7,65.46
114,0,0,3.73,1,no,268,541.9,53.730000000000004
135,0,0,1.89,0,no,233,573.8,54.940000000000005
93,0,0,2.59,2,no,306,508.6,46.18
82,0,0,2.38,1,no,279,486.90000000000003,48.730000000000004
64,0,0,1.97,0,yes,263,437.7,46.64
76,0,1,4.08,1,no,287,462.9,40.64
112,0,0,2.13,1,no,324,530.0,45.98
137,0,0,1.65,5,yes,284,486.9,46.67
140,0,0,3.59,2,no,282,694.7,65.82
106,0,0,2.08,2,no,302,596.0,57.42
166,0,1,3.05,1,no,329,520.5,48.800000000000004
137,0,0,2.84,2,no,323,537.1,43.93000000000001
161,0,0,2.51,1,no,282,603.5999999999999,59.36
120,0,0,2.57,5,yes,262,717.9,72.39
187,0,1,3.16,3,no,252,544.9,54.88999999999999
102,0,1,3.16,2,no,284,676.2,64.77
82,0,0,2.78,0,no,314,676.9000000000001,65.55000000000001
100,0,1,3.16,0,no,334,477.3,39.84
45,0,0,2.97,3,no,280,442.90000000000003,42.089999999999996
114,0,0,2.46,1,no,308,429.70000000000005,39.61
43,1,0,3.73,1,yes,308,508.1,52.36
103,0,0,2.97,2,no,272,499.50000000000006,47.22
57,0,0,2.57,2,no,247,682.9,61.01
52,0,1,1.54,3,no,329,403.1,38.980000000000004
74,0,0,2.43,3,no,333,645.2,59.49
74,0,1,2.81,1,no,305,713.0,77.6
40,1,1,2.94,0,no,324,612.2,56.489999999999995
83,0,0,2.11,1,no,330,639.7,63.870000000000005
102,0,0,1.84,1,no,332,576.5999999999999,55.690000000000005
79,0,1,1.51,4,no,292,664.3,66.94
110,0,0,3.65,1,yes,283,740.3,72.10999999999999
69,0,1,2.62,1,no,352,670.7,66.56
56,0,0,3.65,4,no,299,635.0,68.19
133,0,0,4.0,3,yes,322,837.8,89.39
131,0,0,2.4,3,no,333,480.6,45.04
60,0,1,2.54,1,no,288,544.9000000000001,49.46
92,0,0,2.3,1,no,262,633.7,60.43
52,0,0,3.21,3,no,339,519.7,56.72
135,0,1,3.43,1,no,240,590.8,55.199999999999996
107,0,0,3.4,2,no,322,519.9000000000001,47.34
110,0,0,3.05,2,no,343,545.5,52.54
109,1,1,4.16,2,yes,321,588.3,64.97999999999999
90,0,0,3.56,1,no,256,571.5999999999999,57.4
115,0,0,1.46,1,no,287,482.70000000000005,44.2
73,0,0,2.94,1,yes,315,779.9999999999999,79.24
127,0,0,2.03,1,no,322,640.9,68.73
79,0,0,4.08,1,no,325,525.4,40.14
133,0,0,2.08,1,no,210,656.4,67.75
47,0,1,3.78,2,no,293,494.5,50.57
53,0,1,2.13,0,no,279,750.8,69.06
148,0,0,2.86,1,no,323,667.5999999999999,61.07
72,0,0,3.24,2,no,210,445.2,45.29
96,0,0,2.57,5,yes,223,508.9,53.27
55,0,0,2.54,3,no,240,554.1999999999999,59.61
143,0,0,2.89,3,no,282,492.0,50.27
60,0,0,1.89,0,no,321,456.0,46.370000000000005
90,0,1,2.21,0,no,283,613.4000000000001,57.46000000000001
65,0,0,1.78,0,no,295,651.1,66.09
93,0,0,3.4,2,no,309,561.5,59.480000000000004
117,1,1,1.92,1,no,294,694.3000000000001,65.03999999999999
96,0,1,3.19,3,no,267,746.5999999999999,74.07
60,0,0,3.4,1,no,348,519.0,56.75000000000001
157,0,0,3.67,1,no,319,530.7,45.89999999999999
89,0,0,3.27,4,yes,314,588.0999999999999,51.07000000000001
91,0,0,3.67,3,no,322,515.4,46.959999999999994
104,0,0,2.78,2,no,343,528.8,49.25
40,0,0,3.02,3,yes,300,777.8000000000001,84.53
161,0,0,3.4,5,yes,304,523.6,52.010000000000005
131,0,1,2.84,1,no,288,640.2,67.29
79,0,0,2.05,2,no,301,606.0999999999999,54.24
161,0,0,2.84,4,no,328,645.8,58.12
108,0,1,2.35,0,no,299,536.6,58.05
69,1,0,3.54,1,yes,329,605.4,57.19
80,0,0,3.75,1,no,314,653.9,63.43
146,0,0,3.13,4,no,365,656.2,59.339999999999996
113,0,0,4.02,0,no,319,475.3,46.879999999999995
29,0,1,1.62,1,no,260,466.6,47.260000000000005
78,0,0,2.57,3,no,318,580.0,50.03
120,0,0,3.0,0,no,287,528.8,48.03
185,0,0,2.81,3,no,298,541.1999999999999,47.089999999999996
130,0,0,3.67,2,no,278,575.5,51.46
59,0,1,2.54,5,no,313,535.0999999999999,54.36
139,0,0,3.16,1,no,290,510.1,53.15
12,0,0,3.27,2,no,292,707.3,67.46000000000001
42,0,1,2.94,0,no,369,494.1,46.09
63,0,0,1.7,1,no,317,426.59999999999997,41.38000000000001
143,0,0,3.59,1,no,243,627.2,56.349999999999994
156,0,0,1.22,0,no,331,527.9000000000001,53.260000000000005
98,0,0,4.0,2,no,261,591.3,56.6
140,0,1,1.92,3,no,377,545.2,54.59
102,0,1,2.35,0,no,322,592.0,52.36
71,0,1,2.11,1,no,327,474.70000000000005,49.849999999999994
104,0,0,3.05,2,yes,332,751.4,74.82000000000001
96,0,0,2.19,0,no,327,605.8000000000001,70.89999999999999
90,0,0,2.46,2,no,264,506.3,48.339999999999996
106,0,1,3.05,1,no,286,585.5,51.62
148,0,0,1.67,2,no,268,599.4,63.220000000000006
95,0,1,1.05,0,no,357,625.6999999999999,62.730000000000004
127,0,0,2.32,2,no,301,650.6,66.28999999999999
79,0,1,1.24,1,no,336,507.4,46.75
83,0,0,3.16,0,no,301,526.3,47.21
83,0,1,3.86,1,no,237,482.6,45.279999999999994
17,0,0,2.38,3,no,349,710.4,64.92
165,1,0,3.29,1,no,367,564.8,46.14
149,0,0,2.43,1,no,314,566.5999999999999,49.25
79,1,0,3.21,2,yes,327,684.6,76.79
94,0,0,3.11,1,no,307,610.2,62.74
93,0,0,2.78,0,no,264,560.9000000000001,55.5
109,1,1,3.21,1,no,277,486.0,47.96
106,0,0,2.43,2,no,273,482.1,44.589999999999996
92,0,0,3.19,1,no,262,561.4,53.22
124,0,0,3.24,0,no,265,673.0999999999999,65.86
117,0,0,2.81,1,yes,268,679.5,75.08
163,0,1,2.43,5,yes,328,542.6,53.870000000000005
87,1,0,3.51,1,no,340,553.4,58.17
59,0,0,2.43,2,yes,309,552.1,45.1
103,0,0,2.67,1,no,286,572.1,61.89
101,0,0,3.4,3,no,385,650.0,55.129999999999995
72,0,0,2.24,4,yes,360,531.0,47.67
108,1,0,1.81,2,yes,283,690.3,73.67
80,0,0,3.27,1,no,317,596.5999999999999,61.099999999999994
117,0,0,3.35,2,no,270,441.99999999999994,43.629999999999995
51,0,0,3.67,1,no,329,523.3,43.03
158,0,0,3.13,1,no,295,706.5,69.15
66,0,0,2.57,1,no,311,521.5,51.42
82,0,0,3.59,1,no,280,723.3,65.77
127,0,0,4.21,2,no,271,673.8,66.11999999999999
108,0,1,2.73,0,no,311,746.4,83.5
106,0,1,3.13,1,no,377,590.4,62.98
58,0,1,2.16,2,no,277,607.5,63.269999999999996
138,0,0,2.57,1,no,357,566.2,50.589999999999996
81,0,1,3.67,2,no,308,584.6,66.07
36,1,0,2.11,1,no,297,606.2,65.72999999999999
108,1,1,3.0,1,no,292,550.9,53.87
133,0,1,3.24,3,no,299,621.2,65.41
90,0,0,2.65,1,no,326,518.5999999999999,38.67
94,0,0,2.81,0,no,338,608.0,57.540000000000006
68,0,0,2.54,2,no,294,479.79999999999995,46.69
171,0,0,2.57,0,no,314,686.2,67.21
122,0,0,1.51,0,no,281,553.2,46.53
94,0,0,2.94,1,no,338,589.8,57.410000000000004
25,1,0,3.35,1,no,303,554.5,53.81
120,0,0,2.19,6,yes,254,471.9,40.28
107,0,1,3.73,1,no,324,704.4,69.9
78,0,0,2.11,1,yes,289,733.4,73.53999999999999
93,0,0,2.89,0,no,311,590.9,55.43000000000001
80,0,0,2.92,1,no,322,599.1,60.269999999999996
127,0,0,2.62,0,no,226,471.90000000000003,53.6
44,0,0,3.27,1,no,336,551.1,58.41
69,0,1,2.84,2,no,306,593.6999999999999,68.36
69,1,0,3.0,6,yes,333,653.1,61.93000000000001
64,0,1,1.89,3,no,345,734.7,77.92
167,1,0,2.27,0,no,287,657.7,62.74
139,0,0,3.83,1,no,311,412.20000000000005,33.55
104,0,0,2.03,3,no,269,577.7,55.91
78,0,0,2.43,2,no,259,581.3,52.330000000000005
60,0,0,2.73,1,yes,260,762.4000000000001,74.25999999999999
171,1,0,2.32,3,no,259,568.0,56.75
88,0,0,1.57,2,yes,292,643.7,72.64
156,0,0,2.94,0,no,296,637.5,59.42
92,0,1,3.46,1,no,315,648.6,64.5
78,0,0,2.32,2,yes,295,704.5,74.35
102,0,0,2.48,1,yes,302,603.0,57.53
131,0,0,2.35,2,no,301,504.9,48.769999999999996
100,0,0,2.81,1,yes,284,613.8,72.52
94,0,0,1.59,3,no,272,503.5,44.31
81,0,1,1.16,2,no,322,548.6,53.7
100,0,0,2.75,3,no,297,588.4,59.06
78,0,1,3.05,0,no,233,597.7,58.18
139,1,0,2.84,3,no,332,707.6999999999999,64.68
88,0,0,2.84,3,no,362,467.20000000000005,50.59
152,0,1,2.67,1,no,358,671.0,70.05
127,1,0,3.46,1,yes,287,673.5,76.51
102,0,0,3.0,2,no,296,424.7,36.88
49,1,1,4.08,3,yes,354,608.3,58.57000000000001
36,0,0,2.35,2,no,317,596.2,52.56
13,0,0,2.43,1,no,327,606.7,57.17
151,0,1,1.49,0,no,323,561.8000000000001,55.46
111,0,0,2.89,3,no,304,614.7,57.28
135,1,0,3.0,2,no,348,622.8,58.54
114,0,1,2.81,0,no,216,632.6,51.959999999999994
122,0,1,2.89,2,no,352,535.1,57.85
89,0,0,4.54,0,yes,329,662.3,63.44
96,0,0,2.43,2,no,303,537.9,49.709999999999994
106,0,0,2.97,2,no,292,608.2,60.94
122,0,0,2.89,0,no,402,522.0,49.37
87,0,1,3.97,1,no,265,632.5999999999999,69.92
145,0,0,3.83,5,no,308,611.3,59.309999999999995
136,0,1,2.97,0,no,338,457.70000000000005,38.69
131,0,0,2.89,2,no,311,668.1,70.28999999999999
90,0,0,3.16,2,no,302,721.0,67.22999999999999
95,0,0,2.38,1,no,279,689.3,62.559999999999995
42,0,1,2.54,1,no,339,725.0999999999999,71.24
69,0,0,1.3,3,no,314,453.79999999999995,46.23
99,0,0,3.27,0,no,318,558.4,58.31
72,0,0,2.92,0,no,319,667.6,64.25
88,0,1,3.21,5,no,243,764.0,80.03
113,0,0,3.67,1,yes,257,757.0000000000001,82.69999999999999
142,1,1,2.43,1,no,313,508.2,44.82
3,0,0,3.27,4,no,279,588.1,56.21
75,0,0,2.24,1,no,319,486.4,52.94
91,0,0,1.78,1,no,242,593.8,65.32
78,0,0,0.0,3,no,331,612.5,55.62
98,0,0,2.92,3,no,327,554.3,46.49
166,0,1,2.97,5,yes,310,519.3,52.93
78,0,0,3.02,2,no,276,468.70000000000005,45.11000000000001
69,0,0,1.65,4,yes,365,788.0,73.26
122,0,0,2.3,2,no,284,491.0,49.0
19,0,1,3.19,3,no,310,592.8,61.66
141,0,0,3.0,3,no,288,497.5,46.709999999999994
79,0,1,2.11,1,no,330,554.6,54.879999999999995
171,0,0,1.43,0,no,291,642.4000000000001,68.54
51,0,0,3.35,0,no,303,471.9,34.8
98,0,0,2.4,1,no,225,554.6,50.830000000000005
94,0,0,2.54,2,no,293,552.2,58.769999999999996
100,0,1,3.02,2,no,243,583.9000000000001,60.300000000000004
125,0,0,1.27,1,no,322,552.3,52.94
81,0,0,2.35,2,no,285,576.3,65.42999999999999
94,0,0,1.49,1,no,271,579.4,53.120000000000005
57,0,0,2.46,1,no,289,466.9,49.43
140,0,0,2.94,0,no,320,511.6,48.93000000000001
64,0,0,3.24,1,yes,284,707.5,76.91000000000001
52,1,0,3.35,1,no,306,635.3,58.51
117,0,0,2.78,0,yes,250,806.6999999999999,77.33000000000001
119,0,0,3.43,3,no,306,599.9,53.300000000000004
85,0,0,2.46,3,no,307,607.3,51.4
92,0,0,3.02,0,no,304,587.2,60.21000000000001
116,0,0,3.7,5,yes,294,674.4,72.62
163,0,0,2.81,0,no,250,531.4,48.089999999999996
83,0,0,3.97,1,no,309,563.1,55.42
117,0,0,3.75,1,no,300,523.7,47.09
90,0,0,3.81,0,no,335,711.2,61.730000000000004
137,0,0,2.81,0,no,288,524.1,47.82000000000001
112,0,0,2.7,1,no,292,564.9000000000001,47.89
52,0,0,2.59,4,no,317,647.4,70.34
173,0,1,3.59,1,no,307,408.4,30.619999999999997
3,0,0,1.59,3,yes,297,662.0999999999999,56.14
120,0,1,3.0,1,no,326,682.3,63.67
132,0,0,2.27,1,no,310,444.7,39.96
101,0,0,1.57,1,no,290,468.5,43.870000000000005
58,0,0,4.05,3,no,334,524.0,53.95
74,0,0,1.7,2,no,246,677.9000000000001,66.42
113,0,0,2.67,3,no,284,582.9000000000001,60.47999999999999
132,0,0,1.92,3,no,286,593.4,52.28
24,0,1,2.81,1,no,264,661.2,64.59
127,0,0,2.32,2,no,301,376.7,40.56999999999999
85,0,0,3.51,0,no,282,636.6999999999999,63.7
59,0,0,2.84,3,no,304,505.8,45.64
113,0,1,4.02,2,no,253,552.3,56.769999999999996
185,0,1,3.32,5,yes,275,436.2,39.160000000000004
127,0,0,3.43,1,no,308,540.2,51.65
69,0,0,2.51,0,no,338,529.4,58.6
102,0,0,2.94,1,no,220,555.3,58.790000000000006
126,0,0,3.02,2,no,221,624.5,59.07
137,0,0,2.78,2,no,328,541.3,45.28
80,0,0,4.1,1,no,264,485.9,48.589999999999996
86,0,0,3.08,0,no,303,578.7,50.650000000000006
120,0,1,3.27,1,no,229,609.3,64.11
85,0,1,4.24,2,no,332,705.1,67.87
103,0,0,2.43,2,no,312,598.4,62.66000000000001
53,0,1,1.62,0,no,360,493.6,38.57
115,1,0,3.43,0,no,275,485.29999999999995,47.67
116,1,0,2.84,1,no,300,568.6,53.480000000000004
93,0,1,4.13,1,no,266,552.8,55.629999999999995
106,0,0,1.94,1,no,316,580.4000000000001,53.03
92,0,0,2.51,1,yes,271,663.1,75.63000000000001
110,0,0,4.46,4,no,265,544.9,55.17
122,1,0,1.43,1,no,278,610.7,58.089999999999996
82,0,0,1.86,2,no,270,545.3,63.71999999999999
71,0,0,2.3,4,no,306,513.2,57.589999999999996
91,0,0,2.4,4,yes,272,478.5,41.760000000000005
109,0,0,3.78,0,no,290,630.5,61.0
126,0,1,2.86,2,no,267,608.7,64.73
98,0,0,2.62,2,no,292,478.9,48.23
98,0,0,2.43,0,no,332,463.79999999999995,40.55
78,0,0,1.86,0,no,333,564.9,45.620000000000005
44,0,0,2.65,0,no,287,613.3,58.47
60,0,0,2.67,0,no,295,538.5,55.92999999999999
113,0,0,2.75,1,yes,325,702.4000000000001,66.75
101,0,0,2.08,0,no,391,585.3,56.35
147,0,0,2.75,2,no,292,621.0,60.07
21,0,0,2.59,3,no,336,573.6,58.760000000000005
141,0,0,3.24,1,no,308,543.5,58.14
87,0,0,4.4,4,no,297,689.5999999999999,69.42999999999999
69,0,0,3.35,0,no,290,642.6,62.84
169,0,0,3.7,3,no,328,516.6,49.379999999999995
102,0,0,2.84,3,yes,288,700.8000000000001,72.63
174,0,0,2.97,2,no,282,375.70000000000005,32.86
44,0,1,2.16,1,no,360,605.7,54.589999999999996
89,0,1,3.21,0,no,321,592.1,68.59
143,0,0,2.3,0,no,341,674.0999999999999,62.79
78,1,1,3.02,0,no,300,577.6999999999999,66.31
93,0,0,2.11,2,no,302,636.9,63.0
106,0,0,2.19,0,no,339,705.5999999999999,64.0
116,0,0,3.35,2,no,297,496.09999999999997,46.129999999999995
42,0,0,3.78,2,no,294,667.7,69.32
173,0,0,2.59,1,no,316,489.99999999999994,40.36
80,0,0,4.21,0,no,305,777.0,66.69
70,0,1,2.62,1,no,251,625.9,62.83
112,0,0,3.81,2,no,305,669.5,60.76
186,0,0,3.35,0,no,331,646.7,66.4
99,0,0,3.29,1,no,260,579.0999999999999,59.83
56,0,0,3.16,0,no,189,612.4,65.47
135,0,1,3.21,4,no,293,558.0,57.22
83,0,0,3.11,2,no,271,342.2,27.03
48,0,0,3.08,1,no,256,684.5,61.72
112,0,1,2.81,0,no,341,705.9000000000001,58.97
112,0,0,2.21,1,no,327,381.0,33.92
141,0,0,1.54,1,no,307,297.5,28.89
73,0,1,4.02,2,no,297,507.6,49.02
81,0,0,3.16,3,no,314,628.0,55.63
